Sentence,Label
"While the dishes are still prevalent in Korea with a segment of the population, dog is not as widely consumed as beef, pork and chicken.",0
Domestication,0
Cross-fertilisation between unrelated individuals ordinarily leads to the masking of deleterious recessive alleles in progeny.,0
Notable exceptions once included:,0
"Also called the domestic dog, it is derived from extinct gray wolves, and the gray wolf is the dog's closest living relative.",0
"In domestic dogs, sexual maturity happens around six months to one year for both males and females, although this can be delayed until up to two years of age for some large breeds, and is the time at which female dogs will have their first estrous cycle.",0
Most hamsters are strictly solitary.,0
"Some bird species of aquatic environments, particularly seabirds and some waterbirds, have further evolved for swimming.",0
"In some areas, wild rabbits and hares are hunted for their meat, a lean source of high quality protein.",0
National Hamster Council (UK),0
"Earlier studies have shown that people who keep pet dogs or cats exhibit better mental and physical health than those who do not, making fewer visits to the doctor and being less likely to be on medication than non-guardians.A 2005 paper states ""recent research has failed to support earlier findings that pet ownership is associated with a reduced risk of cardiovascular disease, a reduced use of general practitioner services, or any psychological or physical benefits on health for community dwelling older people.",0
"One rodent characteristic that can be highly visible in hamsters is their sharp incisors; they have an upper pair and lower pair which grow continuously throughout life, so must be regularly worn down.",0
Rabbits have long been domesticated.,0
"The word may be derived from Germanic and Northern European languages, and ultimately be borrowed from Uralic, cf.",1
"There are many exceptions to this pattern, however; the ground-nesting nightjars have pale eggs, and camouflage is instead provided by their plumage.",0
"There are over 11,000 living species, more than half of which are passerine, or ""perching"" birds.",0
"They fight over her, and the victor wins the right to mate.",1
The genus Phodopus was found to represent the earliest split among hamsters.,0
"He had learned the names and could associate by verbal command over 1,000 words.",0
"The pigeon family, flamingos and penguins have adaptations to produce a nutritive fluid called crop milk that they provide to their chicks.",0
"In Anishinaabe traditional beliefs, held by the Ojibwe and some other Native American peoples, Nanabozho, or Great Rabbit, is an important deity related to the creation of the world.",0
Allocricetulus and Cricetus were sister taxa.,0
Whelping – the act of a bitch giving birth.,0
"This gives dogs the ability to recognize human emotional sounds, making them friendly social pets to humans.",0
"Bird feeding has grown into a multimillion-dollar industry; for example, an estimated 75% of households in Britain provide food for birds at some point during the winter.",0
"A few species are able to use chemical defences against predators; some Procellariiformes can eject an unpleasant stomach oil against an aggressor, and some species of pitohuis from New Guinea have a powerful neurotoxin in their skin and feathers.A lack of field observations limit our knowledge, but intraspecific conflicts are known to sometimes result in injury or death.",0
Genus Allocricetulus,0
"In China, Korea and Japan, dogs are viewed as kind protectors.In mythology, dogs often serve as pets or as watchdogs.",0
"Before nesting, the females of most bird species gain a bare brood patch by losing feathers close to the belly.",0
"Other threats include overhunting, accidental mortality due to collisions with buildings or vehicles, long-line fishing bycatch, pollution (including oil spills and pesticide use), competition and predation from nonnative invasive species, and climate change.",0
"Domesticated birds raised for meat and eggs, called poultry, are the largest source of animal protein eaten by humans; in 2003, 76 million tons of poultry and 61 million tons of eggs were produced worldwide.",0
"In the Neo-Assyrian and Neo-Babylonian periods, dogs were used as emblems of magical protection.",0
"For diurnal migrants, the sun is used to navigate by day, and a stellar compass is used at night.",0
Species C. longicaudatus—long-tailed dwarf hamster,0
These displays may signal aggression or submission or may contribute to the formation of pair-bonds.,0
"In Chinese folklore, rabbits accompany Chang'e on the Moon.",0
A cat show is a judged event in which the owners of cats compete to win titles in various cat-registering organizations by entering their cats to be judged after a breed standard.,1
